model,task,decode_batch,team_size,rounds,carry_history,run_id,n_queries,per_query_energy_j,per_query_in_tok,per_query_out_tok,wall_latency_s
Qwen/Qwen2.5-7B-Instruct,gpqa,8,5,3,0,0,32,845.954,10826.2,1674.2,91.32
Qwen/Qwen2.5-7B-Instruct,gpqa,8,10,3,0,0,32,1864.666,31766.7,3323.4,201.28
Qwen/Qwen2.5-7B-Instruct,gpqa,8,20,3,0,0,32,4890.998,106026.4,7251.4,527.96
Qwen/Qwen2.5-7B-Instruct,gpqa,8,30,3,0,0,32,8830.903,223146.8,10802.0,952.15
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,2,3,0,1,32,278.267,1877.2,558.5,30.13
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,5,3,0,1,32,666.389,7335.1,1337.5,72.05
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,10,3,0,1,32,1574.409,23842.3,2893.1,170.09
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,20,3,0,1,32,3882.454,85064.6,5820.4,419.28
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,30,3,0,1,32,6956.033,183877.5,8792.3,750.44
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,2,3,0,1,32,361.52,1874.8,748.9,39.13
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,5,3,0,1,32,1006.977,8177.8,2070.3,108.62
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,10,3,0,1,32,2151.071,27870.8,4033.9,231.94
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,20,3,0,1,32,5350.823,103148.5,8382.5,577.16
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,30,3,0,1,32,9265.379,223465.9,12578.6,998.69
Qwen/Qwen2.5-7B-Instruct,gpqa,8,2,3,0,1,32,287.512,2472.4,581.3,31.08
Qwen/Qwen2.5-7B-Instruct,gpqa,8,5,3,0,1,32,782.195,9041.7,1534.9,84.6
Qwen/Qwen2.5-7B-Instruct,gpqa,8,10,3,0,1,32,1733.488,28021.2,3084.0,187.53
Qwen/Qwen2.5-7B-Instruct,gpqa,8,20,3,0,1,32,4536.569,96859.5,6631.7,489.93
Qwen/Qwen2.5-7B-Instruct,gpqa,8,30,3,0,1,32,8196.069,205996.0,9962.2,883.94
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,2,3,0,2,32,242.416,1828.6,497.3,26.33
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,5,3,0,2,32,665.824,7221.7,1340.0,72.13
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,10,3,0,2,32,1496.384,23278.2,2664.5,161.93
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,20,3,0,2,32,3844.279,83558.2,5631.2,415.41
Qwen/Qwen2.5-7B-Instruct,mmlu_hard,8,30,3,0,2,32,6874.877,180599.1,8408.9,741.98
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,2,3,0,2,32,420.218,1837.2,770.3,45.22
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,5,3,0,2,32,963.997,7988.9,1897.0,104.03
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,10,3,0,2,32,2107.386,27335.3,3876.4,227.33
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,20,3,0,2,32,5177.129,100728.2,7928.2,558.26
Qwen/Qwen2.5-7B-Instruct,gsmhard,8,30,3,0,2,32,8958.259,220158.0,11327.6,965.23
Qwen/Qwen2.5-7B-Instruct,gpqa,8,2,3,0,2,32,347.648,2992.9,553.9,37.53
Qwen/Qwen2.5-7B-Instruct,gpqa,8,5,3,0,2,32,728.626,10271.4,1447.5,78.81
Qwen/Qwen2.5-7B-Instruct,gpqa,8,10,3,0,2,32,1654.605,30238.5,2913.9,178.91
Qwen/Qwen2.5-7B-Instruct,gpqa,8,20,3,0,2,32,4333.876,100292.1,6209.6,468.08
Qwen/Qwen2.5-7B-Instruct,gpqa,8,30,3,0,2,32,7777.758,209057.0,9171.3,839.12
